label,area,perimeter,solidity,extent,mean_intensity,max_intensity,min_intensity,eccentricity,major_axis_length,minor_axis_length,orientation,circularity,intensity_std,glcm_contrast,glcm_homogeneity,glcm_energy,glcm_correlation
89,1870.0,175.78174593052023,0.9664082687338501,0.7192307692307692,37.380748663101606,190.0,0.0,0.824212148596281,65.6986075608142,37.2038826520139,0.3702403351888487,0.7605082385225913,23.665820780955283,438.6385341476956,0.07524047964252646,0.031382514157187257,0.6114937756714236
90,2680.0,205.4386001800126,0.9741912031988368,0.7990459153249851,69.53246268656716,255.0,2.0,0.8318901444198821,78.60846857380925,43.62301074877132,0.018149926810025446,0.7979589747420598,46.713924446772374,781.6525749423521,0.04852898328887808,0.020985055136181312,0.8226642871454121
91,2194.0,208.09545442950497,0.8651419558359621,0.6133631534805704,71.79170464904284,255.0,0.0,0.8746507366307442,78.53962165501396,38.072367272327256,-0.22949284119299052,0.6366801351725463,41.29525394817003,786.9811320754716,0.056295622774773325,0.022127116657233804,0.7699024072770015
92,1167.0,128.46803743153546,0.9684647302904564,0.731203007518797,15.171379605826907,72.0,0.0,0.5300143549837001,42.0412398738114,35.650495062513315,0.18887677556465962,0.8885677380327887,11.076803002823262,169.2909952606635,0.1097653680247156,0.051838896355925375,0.28159641768439153
93,2263.0,178.02438661763952,0.9826313504125054,0.7827741265997925,70.46928855501547,217.0,4.0,0.5913640934887694,59.879073860905315,48.28676543286094,0.3943587596975703,0.8972953596477051,35.681816837573244,784.25499092559,0.046701874615113645,0.02132727715425463,0.6936622076693438
94,3289.0,235.9655121145938,0.9146273637374861,0.6852083333333333,74.32350258437215,255.0,2.0,0.6968217722176606,78.36959258965123,56.210145319983134,-0.3259618898831967,0.7422952341068177,37.72568167501283,798.2956955708047,0.051601876914091044,0.018904992267854855,0.7193902027853224
95,2001.0,168.4680374315355,0.9756216479765968,0.8032918506623846,26.454772613693155,89.0,0.0,0.49963404194384997,54.38595194559474,47.11110137756826,0.09357530923302639,0.8859759223901814,13.60395327426647,278.00103199174407,0.07768357705354605,0.035704528156875526,0.24162295113865995
96,1329.0,156.22539674441617,0.9319775596072931,0.6625124626121635,73.59142212189616,160.0,9.0,0.9004268335457721,63.299642548905396,27.535818701283656,0.26951093150632893,0.6842764166509477,26.60477876211963,741.1251968503938,0.04826913064317373,0.025196850393700787,0.465300941596466
97,2331.0,184.61017305526642,0.9612371134020619,0.8018575851393189,87.52767052767052,255.0,9.0,0.4846283139428888,58.43800210860574,51.11689985775178,-0.16594296529753322,0.8594901001470405,34.55813476386338,917.3069132540729,0.0474533515609914,0.021172726164986888,0.6092667436812913
98,1895.0,185.19595949289334,0.951783023606228,0.6577577230128427,73.14564643799473,255.0,2.0,0.8379132492522153,67.9938789683353,37.11129251737544,0.41531996654143793,0.6943142261768024,31.20476083005197,763.613785557987,0.04665770714752361,0.0227830026509396,0.597232549011538
99,2389.0,186.3086578651014,0.9735126324368378,0.7178485576923077,18.655922980326498,109.0,0.0,0.6046798973969665,61.94377048709233,49.336267804632044,0.0982254208820197,0.8648881349486723,14.1837367396124,191.74347434743467,0.10597257393985576,0.044686092348754446,0.5234260831717215
100,1293.0,139.19595949289334,0.9563609467455622,0.6855779427359491,20.25908739365816,79.0,0.0,0.5497930236257517,44.75206779555342,37.381443514562946,-0.4178819839704439,0.8386005268854786,13.065016953656162,212.01673640167363,0.10591692920956171,0.04355887677871103,0.3582679007878358
101,2023.0,168.61017305526642,0.9763513513513513,0.7780769230769231,110.94957983193277,255.0,11.0,0.27352121131328355,51.897533009460666,49.918471002068,0.12671777538607804,0.8942072743574834,46.41175329447228,1105.9969558599696,0.04860676128341063,0.021875252295596243,0.7409035598302628
102,711.0,119.25483399593904,0.9660326086956522,0.7337461300309598,96.49507735583686,255.0,11.0,0.9088653236792597,48.341822680563936,20.16287664192243,0.02044517315714028,0.6282427425796463,45.3071364611012,982.3469696969696,0.04263740913110206,0.030604560419279024,0.7468137699288141
103,1446.0,145.6812408671319,0.9557171183079973,0.6706864564007421,67.30843706777317,243.0,0.0,0.5347902070327684,47.301518528164955,39.96906759440511,-0.49864905378138097,0.8561914625942095,37.54479516380345,735.0494269340975,0.057713340233745775,0.02420207149932114,0.7388992265382904
104,1687.0,163.19595949289334,0.9728950403690888,0.6925287356321839,49.643746295198575,149.0,0.0,0.8417077363652431,63.22044469273982,34.13483024419375,0.4205534315224447,0.7959873072638466,25.47391812729296,481.0166256157636,0.058999675546846306,0.0257592372701378,0.622039731608105
105,1923.0,173.6812408671319,0.9491609081934848,0.6855614973262032,64.76859074362974,200.0,2.0,0.5682881134458482,56.31905289071454,46.340986140244986,-0.7454822639477457,0.8010937098761535,31.329344599135748,681.9539367970006,0.054460109322741486,0.02236488440933365,0.6501471762279208
